id;value
Pau dos Ferros;240390
Pau dos Ferros;240400
Pau dos Ferros;240490
Pau dos Ferros;240590
Pau dos Ferros;240600
Pau dos Ferros;240690
Pau dos Ferros;240700
Pau dos Ferros;240725
Pau dos Ferros;240730
Pau dos Ferros;240740
Pau dos Ferros;240840
Pau dos Ferros;240860
Pau dos Ferros;240930
Pau dos Ferros;240940
Pau dos Ferros;241000
Pau dos Ferros;241020
Pau dos Ferros;241050
Pau dos Ferros;241060
Pau dos Ferros;241070
Pau dos Ferros;241080
Pau dos Ferros;241100
Pau dos Ferros;241190
Pau dos Ferros;241250
Pau dos Ferros;241355
Pau dos Ferros;241360
Pau dos Ferros;241380
Pau dos Ferros;241410
Pau dos Ferros;241450
Pau dos Ferros;241475
Pau dos Ferros;241490
Metropolitana;240325
Metropolitana;240360
Metropolitana;240710
Metropolitana;240810
Metropolitana;241200
Açu;240020
Açu;240070
Açu;240080
Açu;240250
Açu;240375
Açu;240470
Açu;240485
Açu;240870
Açu;240990
Açu;241025
Açu;241280
Açu;241445
Ignorado - RN;240000
Ignorado - RN;249999
1ª Região Mata Atlântica;250060
1ª Região Mata Atlântica;250180
1ª Região Mata Atlântica;250300
1ª Região Mata Atlântica;250320
1ª Região Mata Atlântica;250460
1ª Região Mata Atlântica;250490
1ª Região Mata Atlântica;250750
1ª Região Mata Atlântica;257507
1ª Região Mata Atlântica;250860
1ª Região Mata Atlântica;250910
1ª Região Mata Atlântica;251190
1ª Região Mata Atlântica;251276
1ª Região Mata Atlântica;251370
1ª Região Mata Atlântica;251530
1ª Região Mata Atlântica;251597
2ª Região;250050
2ª Região;250502
2ª Região;250080
2ª Região;250100
2ª Região;250150
2ª Região;250190
2ª Região;250270
2ª Região;250350
2ª Região;250360
2ª Região;250415
2ª Região;250520
2ª Região;250570
2ª Região;250580
2ª Região;250630
2ª Região;250820
2ª Região;250855
2ª Região;250980
2ª Região;251160
2ª Região;251170
2ª Região;251180
2ª Região;251274
2ª Região;251560
2ª Região;251590
2ª Região;251593
2ª Região;251600
2ª Região;251640
3ª Região;250030
3ª Região;250040
3ª Região;250057
3ª Região;250090
3ª Região;250908
3ª Região;250110
3ª Região;250120
3ª Região;250600
3ª Região;250830
3ª Região;250933
3ª Região;250950
3ª Região;251270
3ª Região;251510
4ª Região;250153
4ª Região;250160
4ª Região;250500
4ª Região;250510
4ª Região;250535
4ª Região;250620
4ª Região;251010
4ª Região;251030
4ª Região;251110
4ª Região;251140
4ª Região;251540
4ª Região;251615
5ª Região;250073
5ª Região;250390
5ª Região;250407
5ª Região;250470
5ª Região;250485
5ª Região;250650
5ª Região;250850
5ª Região;250970
5ª Região;251060
5ª Região;251065
5ª Região;251220
5ª Região;251400
5ª Região;251410
5ª Região;251480
5ª Região;251520
5ª Região;251550
5ª Região;251630
5ª Região;251740
6ª Região;250115
6ª Região;250340
6ª Região;250355
6ª Região;250420
6ª Região;250450
6ª Região;250540
6ª Região;250550
6ª Região;250590
6ª Região;250780
6ª Região;250870
6ª Região;250880
6ª Região;250939
6ª Região;251070
6ª Região;251080
6ª Região;251260
6ª Região;251300
6ª Região;251340
6ª Região;251380
6ª Região;251440
6ª Região;251460
6ª Região;251470
6ª Região;251490
6ª Região;251670
6ª Região;251710
7ª Região;250020
7ª Região;250210
7ª Região;250260
7ª Região;250440
7ª Região;250480
7ª Região;250530
7ª Região;250560
7ª Região;250660
7ª Região;250700
7ª Região;251020
7ª Região;251040
7ª Região;251100
7ª Região;251130
7ª Região;251335
7ª Região;251350
7ª Região;251360
7ª Região;251430
7ª Região;251570
8ª Região;250200
8ª Região;250230
8ª Região;250280
8ª Região;250290
8ª Região;250430
8ª Região;250740
8ª Região;250937
8ª Região;251280
8ª Região;251390
8ª Região;251465
9ª Região;250070
9ª Região;250205
9ª Região;250220
9ª Região;250240
9ª Região;250330
9ª Região;250370
9ª Região;250410
9ª Região;250960
9ª Região;251203
9ª Região;251207
9ª Região;251330
9ª Região;251365
9ª Região;251450
9ª Região;251680
9ª Região;251690
10ª Região;250077
10ª Região;250840
10ª Região;250915
10ª Região;251000
10ª Região;251320
10ª Região;251398
10ª Região;251420
10ª Região;251620
10ª Região;251720
11ª Região;250010
11ª Região;250670
11ª Região;250800
11ª Região;250900
11ª Região;251230
11ª Região;251455
11ª Região;251660
12ª Região;250380
12ª Região;250640
12ª Região;250680
12ª Região;250690
12ª Região;250720
12ª Região;250760
12ª Região;250790
12ª Região;250940
12ª Região;251120
12ª Região;251150
12ª Região;251275
12ª Região;251310
12ª Região;251445
12ª Região;251500
13ª Região;250375
13ª Região;250810
13ª Região;251090
13ª Região;251210
13ª Região;251392
13ª Região;251396
14ª Região;250140
14ª Região;250403
14ª Região;250523
14ª Região;250527
14ª Região;250710
14ª Região;250730
14ª Região;250890
14ª Região;250905
14ª Região;250930
14ª Região;251272
14ª Região;251290
15ª Região;250053
15ª Região;250130
15ª Região;250157
15ª Região;250170
15ª Região;250250
15ª Região;250310
15ª Região;250435
15ª Região;250625
15ª Região;250990
15ª Região;251250
15ª Região;251278
15ª Região;251315
15ª Região;251394
15ª Região;251700
16ª Região;250135
16ª Região;250215
16ª Região;250400
16ª Região;254009
16ª Região;250610
16ª Região;250770
16ª Região;250920
16ª Região;251050
16ª Região;251200
16ª Região;251240
16ª Região;251385
16ª Região;251580
16ª Região;251610
16ª Região;251650
16ª Região;251675
Ignorado - PB;250000
Ignorado - PB;259999
Afogados da Ingazeira;260010
Afogados da Ingazeira;260250
Afogados da Ingazeira;260390
Afogados da Ingazeira;260690
Afogados da Ingazeira;260710
Afogados da Ingazeira;260770
Afogados da Ingazeira;261153
Afogados da Ingazeira;261280
Afogados da Ingazeira;261360
Afogados da Ingazeira;261440
Afogados da Ingazeira;261460
Afogados da Ingazeira;261590
Arcoverde;260120
Arcoverde;260280
Arcoverde;260510
Arcoverde;260660
Arcoverde;260700
Arcoverde;260805
Arcoverde;260915
Arcoverde;261080
Arcoverde;261100
Arcoverde;261410
Arcoverde;261480
Arcoverde;261580
Arcoverde;261600
Caruaru;260030
Caruaru;260060
Caruaru;260080
Caruaru;260130
Caruaru;260170
Caruaru;260190
Caruaru;260230
Caruaru;260260
Caruaru;260310
Caruaru;260350
Caruaru;260410
Caruaru;260500
Caruaru;260580
Caruaru;260640
Caruaru;260670
Caruaru;260800
Caruaru;260840
Caruaru;261020
Caruaru;261090
Caruaru;261120
Caruaru;261170
Caruaru;261200
Caruaru;261240
Caruaru;261250
Caruaru;261270
Caruaru;261300
Caruaru;261310
Caruaru;261330
Caruaru;261470
Caruaru;261500
Caruaru;261540
Caruaru;261620
Garanhuns;260050
Garanhuns;260100
Garanhuns;260210
Garanhuns;260240
Garanhuns;260320
Garanhuns;260330
Garanhuns;260370
Garanhuns;260380
Garanhuns;260470
Garanhuns;260600
Garanhuns;260650
Garanhuns;260750
Garanhuns;260825
Garanhuns;260830
Garanhuns;260860
Garanhuns;260880
Garanhuns;261010
Garanhuns;261030
Garanhuns;261230
Garanhuns;261320
Garanhuns;261510
Goiana;260070
Goiana;260360
Goiana;260460
Goiana;260550
Goiana;260620
Goiana;260765
Goiana;260780
Goiana;260900
Goiana;261380
Goiana;261530
Limoeiro;260220
Limoeiro;260270
Limoeiro;260400
Limoeiro;260415
Limoeiro;260490
Limoeiro;260540
Limoeiro;260810
Limoeiro;260845
Limoeiro;260850
Limoeiro;260890
Limoeiro;260910
Limoeiro;260950
Limoeiro;260970
Limoeiro;261050
Limoeiro;261060
Limoeiro;261210
Limoeiro;261450
Limoeiro;261550
Limoeiro;261618
Limoeiro;261630
Ouricuri;260110
Ouricuri;260200
Ouricuri;260530
Ouricuri;260630
Ouricuri;260730
Ouricuri;260990
Ouricuri;261040
Ouricuri;261245
Ouricuri;261255
Ouricuri;261430
Ouricuri;261560
Palmares;260040
Palmares;260090
Palmares;260140
Palmares;260150
Palmares;260420
Palmares;260480
Palmares;260520
Palmares;260590
Palmares;260795
Palmares;260820
Palmares;260870
Palmares;260920
Palmares;261000
Palmares;261140
Palmares;261150
Palmares;261180
Palmares;261190
Palmares;261290
Palmares;261340
Palmares;261420
Palmares;261485
Palmares;261650
Petrolina;260020
Petrolina;260300
Petrolina;260515
Petrolina;260875
Petrolina;260980
Petrolina;261110
Petrolina;261260
Recife;260005
Recife;260105
Recife;260290
Recife;260345
Recife;260440
Recife;260450
Recife;260545
Recife;20001
Recife;260610
Recife;260680
Recife;260720
Recife;260760
Recife;260775
Recife;260790
Recife;260940
Recife;260960
Recife;261070
Recife;261130
Recife;261160
Recife;261370
Recife;261640
Salgueiro;260160
Salgueiro;260430
Salgueiro;260930
Salgueiro;261220
Salgueiro;261400
Salgueiro;261520
Salgueiro;261610
Serra Talhada;260180
Serra Talhada;260340
Serra Talhada;260392
Serra Talhada;260560
Serra Talhada;260570
Serra Talhada;260740
Serra Talhada;261247
Serra Talhada;261350
Serra Talhada;261390
Serra Talhada;261570
Município ignorado - PE;260000
Município ignorado - PE;269999
1ª Região de Saúde;270050
1ª Região de Saúde;270060
1ª Região de Saúde;270220
1ª Região de Saúde;270280
1ª Região de Saúde;270430
1ª Região de Saúde;270470
1ª Região de Saúde;270520
1ª Região de Saúde;270644
1ª Região de Saúde;270690
1ª Região de Saúde;270770
1ª Região de Saúde;270790
1ª Região de Saúde;270890
2ª Região de Saúde;270350
2ª Região de Saúde;270360
2ª Região de Saúde;270450
2ª Região de Saúde;270510
2ª Região de Saúde;270650
2ª Região de Saúde;270730
2ª Região de Saúde;270740
2ª Região de Saúde;270850
2ª Região de Saúde;270870
3ª Região de Saúde;270110
3ª Região de Saúde;270135
3ª Região de Saúde;270210
3ª Região de Saúde;270300
3ª Região de Saúde;270380
3ª Região de Saúde;270390
3ª Região de Saúde;270550
3ª Região de Saúde;270560
3ª Região de Saúde;270810
3ª Região de Saúde;270830
3ª Região de Saúde;270930
4ª Região de Saúde;270040
4ª Região de Saúde;270130
4ª Região de Saúde;270170
4ª Região de Saúde;270190
4ª Região de Saúde;270490
4ª Região de Saúde;270660
4ª Região de Saúde;270700
4ª Região de Saúde;270760
4ª Região de Saúde;270940
5ª Região de Saúde;270020
5ª Região de Saúde;270100
5ª Região de Saúde;270140
5ª Região de Saúde;270400
5ª Região de Saúde;270780
5ª Região de Saúde;270860
5ª Região de Saúde;270915
6ª Região de Saúde;270230
6ª Região de Saúde;270270
6ª Região de Saúde;270320
6ª Região de Saúde;270375
6ª Região de Saúde;270670
6ª Região de Saúde;270680
6ª Região de Saúde;270750
6ª Região de Saúde;270820
7ª Região de Saúde;270030
7ª Região de Saúde;270070
7ª Região de Saúde;270090
7ª Região de Saúde;270150
7ª Região de Saúde;270200
7ª Região de Saúde;270235
7ª Região de Saúde;270260
7ª Região de Saúde;270290
7ª Região de Saúde;270340
7ª Região de Saúde;270370
7ª Região de Saúde;270410
7ª Região de Saúde;270420
7ª Região de Saúde;270440
7ª Região de Saúde;270590
7ª Região de Saúde;270880
7ª Região de Saúde;270910
7ª Região de Saúde;270920
8ª Região de Saúde;270080
8ª Região de Saúde;270120
8ª Região de Saúde;270255
8ª Região de Saúde;270310
8ª Região de Saúde;270480
8ª Região de Saúde;270530
8ª Região de Saúde;270630
8ª Região de Saúde;270900
9ª Região de Saúde;270160
9ª Região de Saúde;270180
9ª Região de Saúde;270250
9ª Região de Saúde;270460
9ª Região de Saúde;270540
9ª Região de Saúde;270570
9ª Região de Saúde;270600
9ª Região de Saúde;270610
9ª Região de Saúde;270620
9ª Região de Saúde;270640
9ª Região de Saúde;270720
9ª Região de Saúde;270800
9ª Região de Saúde;270840
9ª Região de Saúde;270895
10ª Região de Saúde;270010
10ª Região de Saúde;270240
10ª Região de Saúde;270330
10ª Região de Saúde;270500
10ª Região de Saúde;270580
10ª Região de Saúde;270642
10ª Região de Saúde;270710
Ignorado - AL;270000
Ignorado - AL;279999
Aracaju;280030
Aracaju;280060
Aracaju;280200
Aracaju;280320
Aracaju;280360
Aracaju;280590
Aracaju;280650
Aracaju;280670
Estância;280040
Estância;280067
Estância;280170
Estância;280210
Estância;280280
Estância;280300
Estância;280510
Estância;280630
Estância;280750
Estância;280760
Itabaiana;280050
Itabaiana;280100
Itabaiana;280140
Itabaiana;280230
Itabaiana;280290
Itabaiana;280370
Itabaiana;280390
Itabaiana;280410
Itabaiana;280445
Itabaiana;280500
Itabaiana;280520
Itabaiana;280600
Itabaiana;280680
Itabaiana;280700
Lagarto;280350
Lagarto;280550
Lagarto;280580
Lagarto;280620
Lagarto;280710
Lagarto;280740
Nossa Senhora da Glória;280120
Nossa Senhora da Glória;280220
Nossa Senhora da Glória;280240
Nossa Senhora da Glória;280260
Nossa Senhora da Glória;280310
Nossa Senhora da Glória;280420
Nossa Senhora da Glória;280450
Nossa Senhora da Glória;280540
Nossa Senhora da Glória;280560
Nossa Senhora do Socorro;280130
Nossa Senhora do Socorro;280150
Nossa Senhora do Socorro;280190
Nossa Senhora do Socorro;280250
Nossa Senhora do Socorro;280330
Nossa Senhora do Socorro;280400
Nossa Senhora do Socorro;280460
Nossa Senhora do Socorro;280480
Nossa Senhora do Socorro;280530
Nossa Senhora do Socorro;280610
Nossa Senhora do Socorro;280660
Nossa Senhora do Socorro;280720
Propriá;280010
Propriá;280020
Propriá;280070
Propriá;280110
Propriá;280160
Propriá;280270
Propriá;280340
Propriá;280380
Propriá;280430
Propriá;280440
Propriá;280470
Propriá;280490
Propriá;280570
Propriá;280640
Propriá;280690
Propriá;280730
Ignorado - SE;280000
Ignorado - SE;289999
Alagoinhas;290030
Alagoinhas;290070
Alagoinhas;290190
Alagoinhas;290205
Alagoinhas;290220
Alagoinhas;290700
Alagoinhas;290750
Alagoinhas;290960
Alagoinhas;291050
Alagoinhas;291060
Alagoinhas;291370
Alagoinhas;291590
Alagoinhas;291650
Alagoinhas;291790
Alagoinhas;292330
Alagoinhas;292410
Alagoinhas;292700
Alagoinhas;292970
Barreiras;290140
Barreiras;290250
Barreiras;290320
Barreiras;290440
Barreiras;290740
Barreiras;290940
Barreiras;290970
Barreiras;291110
Barreiras;291955
Barreiras;292045
Barreiras;292620
Barreiras;292840
Barreiras;292890
Barreiras;293090
Barreiras;293345
Brumado;290050
Brumado;290200
Brumado;290280
Brumado;290410
Brumado;290420
Brumado;290460
Brumado;290755
Brumado;290880
Brumado;291010
Brumado;291165
Brumado;291220
Brumado;291250
Brumado;291720
Brumado;291860
Brumado;291950
Brumado;291980
Brumado;292030
Brumado;292360
Brumado;292670
Brumado;292690
Brumado;293100
Camaçari;290570
Camaçari;290860
Camaçari;291005
Camaçari;292100
Camaçari;292520
Camaçari;293070
Cruz das Almas;290485
Cruz das Almas;290490
Cruz das Almas;290820
Cruz das Almas;290980
Cruz das Almas;291160
Cruz das Almas;292060
Cruz das Almas;292230
Cruz das Almas;292900
Cruz das Almas;292960
Feira de Santana;290110
Feira de Santana;290150
Feira de Santana;290170
Feira de Santana;290260
Feira de Santana;290640
Feira de Santana;290685
Feira de Santana;290850
Feira de Santana;290890
Feira de Santana;291080
Feira de Santana;291125
Feira de Santana;291330
Feira de Santana;291380
Feira de Santana;291400
Feira de Santana;291450
Feira de Santana;292210
Feira de Santana;292273
Feira de Santana;292405
Feira de Santana;292465
Feira de Santana;292595
Feira de Santana;292630
Feira de Santana;292750
Feira de Santana;292830
Feira de Santana;292880
Feira de Santana;292930
Feira de Santana;293040
Feira de Santana;293110
Feira de Santana;293140
Feira de Santana;293170
Guanambi;290500
Guanambi;290520
Guanambi;290660
Guanambi;290710
Guanambi;291170
Guanambi;291200
Guanambi;291340
Guanambi;291733
Guanambi;291740
Guanambi;291875
Guanambi;291940
Guanambi;292020
Guanambi;292105
Guanambi;292180
Guanambi;292340
Guanambi;292450
Guanambi;292640
Guanambi;292680
Guanambi;293000
Guanambi;293105
Guanambi;293260
Ibotirama;290270
Ibotirama;290450
Ibotirama;290475
Ibotirama;291320
Ibotirama;291410
Ibotirama;292160
Ibotirama;292225
Ibotirama;292320
Ibotirama;292370
Ilhéus;290225
Ilhéus;290630
Ilhéus;291360
Ilhéus;291490
Ilhéus;292090
Ilhéus;292805
Ilhéus;293250
Ilhéus;293270
Irecê;290115
Irecê;290300
Irecê;290323
Irecê;290530
Irecê;290620
Irecê;290760
Irecê;291130
Irecê;291240
Irecê;291310
Irecê;291460
Irecê;291535
Irecê;291835
Irecê;291850
Irecê;291915
Irecê;292205
Irecê;292560
Irecê;292925
Irecê;293240
Irecê;293360
Itaberaba;290130
Itaberaba;290380
Itaberaba;290405
Itaberaba;291190
Itaberaba;291260
Itaberaba;291470
Itaberaba;291500
Itaberaba;291900
Itaberaba;291960
Itaberaba;292080
Itaberaba;292285
Itaberaba;292720
Itaberaba;293280
Itaberaba;293340
Itabuna;290090
Itabuna;290240
Itabuna;290330
Itabuna;290470
Itabuna;290560
Itabuna;290800
Itabuna;291100
Itabuna;291150
Itabuna;291210
Itabuna;291270
Itabuna;291480
Itabuna;291540
Itabuna;291550
Itabuna;291620
Itabuna;291660
Itabuna;291855
Itabuna;292390
Itabuna;292780
Itabuna;292935
Itabuna;293220
Itabuna;293230
Itapetinga;290480
Itapetinga;291090
Itapetinga;291230
Itapetinga;291350
Itapetinga;291580
Itapetinga;291640
Itapetinga;291680
Itapetinga;291710
Itapetinga;291970
Itapetinga;292000
Itapetinga;292270
Itapetinga;292540
Jacobina;290510
Jacobina;290550
Jacobina;290687
Jacobina;291750
Jacobina;292010
Jacobina;292120
Jacobina;292140
Jacobina;292170
Jacobina;292335
Jacobina;292480
Jacobina;292593
Jacobina;292937
Jacobina;292980
Jacobina;293060
Jacobina;293130
Jacobina;293245
Jacobina;293305
Jacobina;293310
Jacobina;293315
Jequié;290060
Jequié;290195
Jequié;290310
Jequié;290370
Jequié;290430
Jequié;290950
Jequié;291000
Jequié;291290
Jequié;291390
Jequié;291420
Jequié;291430
Jequié;291510
Jequié;291520
Jequié;291570
Jequié;291670
Jequié;291690
Jequié;291760
Jequié;291800
Jequié;291830
Jequié;291870
Jequié;291905
Jequié;292040
Jequié;292050
Jequié;292490
Jequié;292790
Juazeiro;290590
Juazeiro;290682
Juazeiro;290720
Juazeiro;290990
Juazeiro;291840
Juazeiro;292440
Juazeiro;292600
Juazeiro;293020
Juazeiro;293077
Juazeiro;293200
Paulo Afonso;290020
Paulo Afonso;290770
Paulo Afonso;291140
Paulo Afonso;291810
Paulo Afonso;291990
Paulo Afonso;292400
Paulo Afonso;292420
Paulo Afonso;292710
Paulo Afonso;292760
Porto Seguro;290340
Porto Seguro;291072
Porto Seguro;291180
Porto Seguro;291465
Porto Seguro;291530
Porto Seguro;291630
Porto Seguro;292530
Porto Seguro;292770
Ribeira do Pombal;290035
Ribeira do Pombal;290160
Ribeira do Pombal;290265
Ribeira do Pombal;290780
Ribeira do Pombal;290790
Ribeira do Pombal;290920
Ribeira do Pombal;291075
Ribeira do Pombal;291185
Ribeira do Pombal;292290
Ribeira do Pombal;292305
Ribeira do Pombal;292310
Ribeira do Pombal;292380
Ribeira do Pombal;292650
Ribeira do Pombal;292660
Ribeira do Pombal;293076
Salvador;290650
Salvador;291610
Salvador;291920
Salvador;291992
Salvador;292740
Salvador;292860
Salvador;292920
Salvador;292950
Salvador;292975
Salvador;293320
Santa Maria da Vitória;290390
Santa Maria da Vitória;290610
Santa Maria da Vitória;290810
Santa Maria da Vitória;290910
Santa Maria da Vitória;290930
Santa Maria da Vitória;291077
Santa Maria da Vitória;291735
Santa Maria da Vitória;292810
Santa Maria da Vitória;292820
Santa Maria da Vitória;292905
Santa Maria da Vitória;293015
Santa Maria da Vitória;293025
Santa Maria da Vitória;293030
Santa Maria da Vitória;293075
Santo Antônio de Jesus;290100
Santo Antônio de Jesus;290230
Santo Antônio de Jesus;290730
Santo Antônio de Jesus;290830
Santo Antônio de Jesus;291020
Santo Antônio de Jesus;291030
Santo Antônio de Jesus;291685
Santo Antônio de Jesus;291780
Santo Antônio de Jesus;291820
Santo Antônio de Jesus;291880
Santo Antônio de Jesus;292130
Santo Antônio de Jesus;292220
Santo Antônio de Jesus;292240
Santo Antônio de Jesus;292250
Santo Antônio de Jesus;292280
Santo Antônio de Jesus;292575
Santo Antônio de Jesus;292730
Santo Antônio de Jesus;292850
Santo Antônio de Jesus;292870
Santo Antônio de Jesus;292910
Santo Antônio de Jesus;292940
Santo Antônio de Jesus;293210
Santo Antônio de Jesus;293317
Seabra;290010
Seabra;290400
Seabra;291300
Seabra;291440
Seabra;291930
Seabra;292190
Seabra;292303
Seabra;292350
Seabra;292430
Seabra;292990
Seabra;293080
Senhor do Bonfim;290135
Senhor do Bonfim;290180
Senhor do Bonfim;290600
Senhor do Bonfim;291085
Senhor do Bonfim;291700
Senhor do Bonfim;291770
Senhor do Bonfim;292460
Senhor do Bonfim;292525
Senhor do Bonfim;293010
Serrinha;290040
Serrinha;290210
Serrinha;290327
Serrinha;290360
Serrinha;290680
Serrinha;290840
Serrinha;291070
Serrinha;291910
Serrinha;292150
Serrinha;292265
Serrinha;292580
Serrinha;292590
Serrinha;292610
Serrinha;292800
Serrinha;292895
Serrinha;293050
Serrinha;293150
Serrinha;293190
Serrinha;293300
Teixeira de Freitas;290080
Teixeira de Freitas;290690
Teixeira de Freitas;291280
Teixeira de Freitas;291560
Teixeira de Freitas;291600
Teixeira de Freitas;291845
Teixeira de Freitas;291890
Teixeira de Freitas;292110
Teixeira de Freitas;292200
Teixeira de Freitas;292300
Teixeira de Freitas;292550
Teixeira de Freitas;293135
Teixeira de Freitas;293325
Valença;290540
Valença;290580
Valença;291120
Valença;291345
Valença;291730
Valença;292070
Valença;292260
Valença;292275
Valença;292467
Valença;293120
Valença;293160
Valença;293290
Valença;293350
Vitória da Conquista;290120
Vitória da Conquista;290290
Vitória da Conquista;290350
Vitória da Conquista;290395
Vitória da Conquista;290515
Vitória da Conquista;290670
Vitória da Conquista;290689
Vitória da Conquista;290870
Vitória da Conquista;290900
Vitória da Conquista;291040
Vitória da Conquista;291995
Vitória da Conquista;292145
Vitória da Conquista;292470
Vitória da Conquista;292500
Vitória da Conquista;292510
Vitória da Conquista;292570
Vitória da Conquista;292665
Vitória da Conquista;293180
Vitória da Conquista;293330
Ignorado - BA;290000
Ignorado - BA;299999
Águas Formosas;310090
Águas Formosas;310660
Águas Formosas;312015
Águas Formosas;312705
Águas Formosas;313890
Águas Formosas;314535
Águas Formosas;314850
Águas Formosas;315765
Águas Formosas;317030
Além Paraíba;310150
Além Paraíba;312460
Além Paraíba;315110
Além Paraíba;316000
Além Paraíba;317210
Alfenas Machado;310160
Alfenas Machado;310200
Alfenas Machado;310430
Alfenas Machado;310530
Alfenas Machado;310840
Alfenas Machado;311100
Alfenas Machado;311130
Alfenas Machado;311160
Alfenas Machado;311440
Alfenas Machado;311470
Alfenas Machado;311710
Alfenas Machado;312240
Alfenas Machado;312520
Alfenas Machado;313900
Alfenas Machado;314720
Alfenas Machado;315170
Alfenas Machado;316690
Almenara;310170
Almenara;310520
Almenara;312245
Almenara;312560
Almenara;313470
Almenara;313580
Almenara;313600
Almenara;313650
Almenara;314055
Almenara;314315
Almenara;314675
Almenara;315510
Almenara;315660
Almenara;315710
Almenara;315810
Almenara;316030
Araçuaí;310340
Araçuaí;310650
Araçuaí;311950
Araçuaí;312650
Araçuaí;313545
Araçuaí;317160
Araxá;310400
Araxá;311150
Araxá;312950
Araxá;314920
Araxá;314980
Araxá;315300
Araxá;315770
Araxá;316810
Barbacena;310163
Barbacena;310210
Barbacena;310290
Barbacena;310560
Barbacena;311220
Barbacena;311320
Barbacena;311630
Barbacena;312150
Barbacena;312940
Barbacena;314660
Barbacena;315440
Barbacena;315730
Barbacena;315870
Barbacena;315940
Barbacena;316620
B.Horizonte/N.Lima/Caeté;310620
B.Horizonte/N.Lima/Caeté;310640
B.Horizonte/N.Lima/Caeté;311000
B.Horizonte/N.Lima/Caeté;313460
B.Horizonte/N.Lima/Caeté;313660
B.Horizonte/N.Lima/Caeté;314230
B.Horizonte/N.Lima/Caeté;314480
B.Horizonte/N.Lima/Caeté;315390
B.Horizonte/N.Lima/Caeté;315460
B.Horizonte/N.Lima/Caeté;315480
B.Horizonte/N.Lima/Caeté;315670
B.Horizonte/N.Lima/Caeté;315780
B.Horizonte/N.Lima/Caeté;316830
Betim;310670
Betim;310810
Betim;310900
Betim;312060
Betim;312410
Betim;312600
Betim;313010
Betim;313665
Betim;314015
Betim;314070
Betim;315040
Betim;315530
Betim;316292
Bom Despacho;310740
Bom Despacho;312320
Bom Despacho;312470
Bom Despacho;313880
Bom Despacho;314050
Bom Despacho;314240
Bom Despacho;316660
Brasília MG/S.Francisco;310860
Brasília MG/S.Francisco;311115
Brasília MG/S.Francisco;312965
Brasília MG/S.Francisco;313005
Brasília MG/S.Francisco;313535
Brasília MG/S.Francisco;313865
Brasília MG/S.Francisco;313868
Brasília MG/S.Francisco;314200
Brasília MG/S.Francisco;314795
Brasília MG/S.Francisco;315057
Brasília MG/S.Francisco;316110
Brasília MG/S.Francisco;316240
Brasília MG/S.Francisco;316420
Brasília MG/S.Francisco;317000
Brasília MG/S.Francisco;317052
Brasília MG/S.Francisco;317090
Carangola;311010
Carangola;311210
Carangola;311330
Carangola;312200
Carangola;312420
Carangola;312530
Carangola;312595
Carangola;314587
Carangola;314875
Carangola;314900
Carangola;316920
Caratinga;310780
Caratinga;311340
Caratinga;312385
Caratinga;313055
Caratinga;313090
Caratinga;315015
Caratinga;315725
Caratinga;315935
Caratinga;316095
Caratinga;316447
Caratinga;317005
Caratinga;317057
Caratinga;317115
Cons.Lafaiete/Congonhas;311310
Cons.Lafaiete/Congonhas;311490
Cons.Lafaiete/Congonhas;311540
Cons.Lafaiete/Congonhas;311800
Cons.Lafaiete/Congonhas;311830
Cons.Lafaiete/Congonhas;312040
Cons.Lafaiete/Congonhas;312140
Cons.Lafaiete/Congonhas;312390
Cons.Lafaiete/Congonhas;313390
Cons.Lafaiete/Congonhas;313540
Cons.Lafaiete/Congonhas;313790
Cons.Lafaiete/Congonhas;314590
Cons.Lafaiete/Congonhas;315080
Cons.Lafaiete/Congonhas;315380
Cons.Lafaiete/Congonhas;315520
Cons.Lafaiete/Congonhas;315910
Cons.Lafaiete/Congonhas;316090
Cons.Lafaiete/Congonhas;316600
Contagem;311860
Contagem;312980
Contagem;316553
Coração de Jesus;311880
Coração de Jesus;313560
Coração de Jesus;313730
Coração de Jesus;316225
Coração de Jesus;316265
Cel.Fabriciano/Timóteo;310300
Cel.Fabriciano/Timóteo;311940
Cel.Fabriciano/Timóteo;312000
Cel.Fabriciano/Timóteo;312180
Cel.Fabriciano/Timóteo;313500
Cel.Fabriciano/Timóteo;314030
Cel.Fabriciano/Timóteo;315053
Cel.Fabriciano/Timóteo;316870
Curvelo;310480
Curvelo;310920
Curvelo;311910
Curvelo;312090
Curvelo;312570
Curvelo;313110
Curvelo;314250
Curvelo;314360
Curvelo;315320
Curvelo;316060
Curvelo;316935
Diamantina;310240
Diamantina;311350
Diamantina;311680
Diamantina;311810
Diamantina;312010
Diamantina;312100
Diamantina;312160
Diamantina;312540
Diamantina;312550
Diamantina;312760
Diamantina;313250
Diamantina;315330
Diamantina;316020
Diamantina;316590
Diamantina;316710
Divinópolis/S.Antº.Monte;310390
Divinópolis/S.Antº.Monte;310420
Divinópolis/S.Antº.Monte;311420
Divinópolis/S.Antº.Monte;311660
Divinópolis/S.Antº.Monte;312230
Divinópolis/S.Antº.Monte;313350
Divinópolis/S.Antº.Monte;313530
Divinópolis/S.Antº.Monte;313720
Divinópolis/S.Antº.Monte;314890
Divinópolis/S.Antº.Monte;314970
Divinópolis/S.Antº.Monte;316040
Divinópolis/S.Antº.Monte;316180
Divinópolis/S.Antº.Monte;316460
Formiga;310510
